dataset,method,query_id,ndcg@10,mrr@10,recall@100
arguana,all_minilm_l6,test-digital-freedoms-aihbiahr-con02a,0.0,0.0,1.0
arguana,all_minilm_l6,test-digital-freedoms-aihbiahr-con03a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-digital-freedoms-aihbiahr-con04a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-digital-freedoms-aihbiahr-pro01a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-digital-freedoms-aihbiahr-pro02a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-digital-freedoms-aihbiahr-pro03a,0.3333333333333333,0.14285714285714285,1.0
arguana,all_minilm_l6,test-digital-freedoms-aihwbasmn-con01a,0.0,0.0,1.0
arguana,all_minilm_l6,test-digital-freedoms-aihwbasmn-con02a,0.3562071871080222,0.16666666666666666,1.0
arguana,all_minilm_l6,test-digital-freedoms-aihwbasmn-con03a,0.0,0.0,1.0
arguana,all_minilm_l6,test-digital-freedoms-aihwbasmn-con04a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-digital-freedoms-aihwbasmn-con05a,0.0,0.0,1.0
arguana,all_minilm_l6,test-digital-freedoms-aihwbasmn-pro01a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-digital-freedoms-aihwbasmn-pro02a,0.0,0.0,1.0
arguana,all_minilm_l6,test-digital-freedoms-aihwbasmn-pro03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-digital-freedoms-aihwbasmn-pro04a,0.0,0.0,1.0
arguana,all_minilm_l6,test-digital-freedoms-dfiphbgs-con01a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-digital-freedoms-dfiphbgs-con02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-digital-freedoms-dfiphbgs-con03a,0.0,0.0,1.0
arguana,all_minilm_l6,test-digital-freedoms-dfiphbgs-pro01a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-digital-freedoms-dfiphbgs-pro02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-digital-freedoms-dfiphbgs-pro03a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-digital-freedoms-efsappgdfp-con01a,0.0,0.0,1.0
arguana,all_minilm_l6,test-digital-freedoms-efsappgdfp-con02a,0.0,0.0,0.0
arguana,all_minilm_l6,test-digital-freedoms-efsappgdfp-con03a,0.3010299956639812,0.1111111111111111,1.0
arguana,all_minilm_l6,test-digital-freedoms-efsappgdfp-con04a,0.0,0.0,1.0
arguana,all_minilm_l6,test-digital-freedoms-efsappgdfp-con05a,0.31546487678572877,0.125,1.0
arguana,all_minilm_l6,test-digital-freedoms-efsappgdfp-pro01a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-digital-freedoms-efsappgdfp-pro02a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-digital-freedoms-efsappgdfp-pro03a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-digital-freedoms-efsappgdfp-pro04a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-digital-freedoms-eifdfaihs-con01a,0.0,0.0,0.0
arguana,all_minilm_l6,test-digital-freedoms-eifdfaihs-con02a,0.2890648263178879,0.1,1.0
arguana,all_minilm_l6,test-digital-freedoms-eifdfaihs-con03a,0.31546487678572877,0.125,1.0
arguana,all_minilm_l6,test-digital-freedoms-eifdfaihs-pro01a,0.0,0.0,1.0
arguana,all_minilm_l6,test-digital-freedoms-eifdfaihs-pro02a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-digital-freedoms-eifdfaihs-pro03a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-digital-freedoms-eifpgdff-con01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-digital-freedoms-eifpgdff-con02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-digital-freedoms-eifpgdff-con03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-digital-freedoms-eifpgdff-pro01a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-digital-freedoms-eifpgdff-pro02a,0.0,0.0,1.0
arguana,all_minilm_l6,test-digital-freedoms-eifpgdff-pro03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-digital-freedoms-phwnaccpdt-con01a,0.0,0.0,1.0
arguana,all_minilm_l6,test-digital-freedoms-phwnaccpdt-con02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-digital-freedoms-phwnaccpdt-con03a,0.0,0.0,1.0
arguana,all_minilm_l6,test-digital-freedoms-phwnaccpdt-pro01a,0.3333333333333333,0.14285714285714285,1.0
arguana,all_minilm_l6,test-digital-freedoms-phwnaccpdt-pro02a,0.3333333333333333,0.14285714285714285,1.0
arguana,all_minilm_l6,test-digital-freedoms-phwnaccpdt-pro03a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-digital-freedoms-piidfaihbg-con01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-digital-freedoms-piidfaihbg-con02a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-digital-freedoms-piidfaihbg-con03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-digital-freedoms-piidfaihbg-pro01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-digital-freedoms-piidfaihbg-pro02a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-digital-freedoms-piidfaihbg-pro03a,0.31546487678572877,0.125,1.0
arguana,all_minilm_l6,test-digital-freedoms-piidfiphwu-con01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-digital-freedoms-piidfiphwu-con02a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-digital-freedoms-piidfiphwu-con03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-digital-freedoms-piidfiphwu-pro01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-digital-freedoms-piidfiphwu-pro02a,0.0,0.0,1.0
arguana,all_minilm_l6,test-digital-freedoms-piidfiphwu-pro03a,0.3562071871080222,0.16666666666666666,1.0
arguana,all_minilm_l6,test-economy-beghwbh-con01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-beghwbh-con02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-beghwbh-con03a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-economy-beghwbh-con04a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-beghwbh-pro01a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-beghwbh-pro02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-beghwbh-pro03a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-economy-bepahbtsnrt-con01a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-economy-bepahbtsnrt-con02a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-economy-bepahbtsnrt-con03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-bepahbtsnrt-pro01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-bepahbtsnrt-pro02a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-bepahbtsnrt-pro03a,0.31546487678572877,0.125,1.0
arguana,all_minilm_l6,test-economy-bepahbtsnrt-pro04a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-bepiehbesa-con01a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-economy-bepiehbesa-con02a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-economy-bepiehbesa-con03a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-economy-bepiehbesa-pro01a,0.31546487678572877,0.125,1.0
arguana,all_minilm_l6,test-economy-bepiehbesa-pro02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-bepiehbesa-pro03a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-economy-bepiehbesa-pro04a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-bepighbdb-con01a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-economy-bepighbdb-con02a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-bepighbdb-con03a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-economy-bepighbdb-con04a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-bepighbdb-pro01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-bepighbdb-pro02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-bepighbdb-pro03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-beplcpdffe-con01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-beplcpdffe-con02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-beplcpdffe-con03a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-economy-beplcpdffe-con04a,0.31546487678572877,0.125,1.0
arguana,all_minilm_l6,test-economy-beplcpdffe-con05a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-beplcpdffe-pro01a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-beplcpdffe-pro02a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-economy-beplcpdffe-pro03a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-economy-beplcpdffe-pro04a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-bhahwbsps-con01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-bhahwbsps-con02a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-bhahwbsps-con03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-bhahwbsps-pro01a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-economy-bhahwbsps-pro02a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-bhahwbsps-pro03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-bhahwbsps-pro04a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-egecegphw-con01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-egecegphw-con02a,0.3562071871080222,0.16666666666666666,1.0
arguana,all_minilm_l6,test-economy-egecegphw-con03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-egecegphw-pro01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-egecegphw-pro02a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-economy-egecegphw-pro03a,0.31546487678572877,0.125,1.0
arguana,all_minilm_l6,test-economy-egiahbwaka-con01a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-egiahbwaka-con02a,0.3562071871080222,0.16666666666666666,1.0
arguana,all_minilm_l6,test-economy-egiahbwaka-con03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-egiahbwaka-pro01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-egiahbwaka-pro02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-egiahbwaka-pro03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-egppphbcb-con01a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-economy-egppphbcb-con02a,0.3562071871080222,0.16666666666666666,1.0
arguana,all_minilm_l6,test-economy-egppphbcb-con03a,0.3010299956639812,0.1111111111111111,1.0
arguana,all_minilm_l6,test-economy-egppphbcb-pro01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-egppphbcb-pro02a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-egppphbcb-pro03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-egppphbcb-pro04a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-epegiahsc-con01a,0.2890648263178879,0.1,1.0
arguana,all_minilm_l6,test-economy-epegiahsc-con02a,0.3333333333333333,0.14285714285714285,1.0
arguana,all_minilm_l6,test-economy-epegiahsc-con03a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-epegiahsc-con04a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-epegiahsc-pro01a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-epegiahsc-pro02a,0.3333333333333333,0.14285714285714285,1.0
arguana,all_minilm_l6,test-economy-epegiahsc-pro03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-epehwmrbals-con01a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-epehwmrbals-con02a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-epehwmrbals-con03a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-epehwmrbals-con04a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-economy-epehwmrbals-pro01a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-epehwmrbals-pro02a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-economy-epehwmrbals-pro03a,0.3333333333333333,0.14285714285714285,1.0
arguana,all_minilm_l6,test-economy-epehwmrbals-pro04a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-epehwmrbals-pro05a,0.3562071871080222,0.16666666666666666,1.0
arguana,all_minilm_l6,test-economy-epiasghbf-con01a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-economy-epiasghbf-con02a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-economy-epiasghbf-con03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-epiasghbf-con04a,0.3333333333333333,0.14285714285714285,1.0
arguana,all_minilm_l6,test-economy-epiasghbf-pro01a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-economy-epiasghbf-pro02a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-epiasghbf-pro03a,0.31546487678572877,0.125,1.0
arguana,all_minilm_l6,test-economy-epsihbdns-con01a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-epsihbdns-con02a,0.3333333333333333,0.14285714285714285,1.0
arguana,all_minilm_l6,test-economy-epsihbdns-con03a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-epsihbdns-con04a,0.3562071871080222,0.16666666666666666,1.0
arguana,all_minilm_l6,test-economy-epsihbdns-pro01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-epsihbdns-pro02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-epsihbdns-pro03a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-epsihbdns-pro04a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-eptpghdtre-con01a,0.2890648263178879,0.1,1.0
arguana,all_minilm_l6,test-economy-eptpghdtre-con02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-eptpghdtre-con03a,0.3562071871080222,0.16666666666666666,1.0
arguana,all_minilm_l6,test-economy-eptpghdtre-pro01a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-economy-eptpghdtre-pro02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-eptpghdtre-pro03a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-economy-eptpghdtre-pro04a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-economy-fiahwpamu-con01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-fiahwpamu-con02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-fiahwpamu-con03a,0.3562071871080222,0.16666666666666666,1.0
arguana,all_minilm_l6,test-economy-fiahwpamu-pro01a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-economy-fiahwpamu-pro02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-fiahwpamu-pro03a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-economy-fiahwpamu-pro04a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-fiahwpamu-pro05a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-economy-thhghwhwift-con01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-thhghwhwift-con02a,0.3010299956639812,0.1111111111111111,1.0
arguana,all_minilm_l6,test-economy-thhghwhwift-con03a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-thhghwhwift-pro01a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-economy-thhghwhwift-pro02a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-economy-thhghwhwift-pro03a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-economy-thsptr-con01a,0.3562071871080222,0.16666666666666666,1.0
arguana,all_minilm_l6,test-economy-thsptr-con02a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-economy-thsptr-con03a,0.3333333333333333,0.14285714285714285,1.0
arguana,all_minilm_l6,test-economy-thsptr-con04a,0.3010299956639812,0.1111111111111111,1.0
arguana,all_minilm_l6,test-economy-thsptr-con05a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-thsptr-pro01a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-thsptr-pro02a,0.3562071871080222,0.16666666666666666,1.0
arguana,all_minilm_l6,test-economy-thsptr-pro03a,0.0,0.0,1.0
arguana,all_minilm_l6,test-economy-thsptr-pro04a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-economy-thsptr-pro05a,0.3333333333333333,0.14285714285714285,1.0
arguana,all_minilm_l6,test-education-egscphsrdt-con01a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-education-egscphsrdt-con02a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-education-egscphsrdt-con03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-egscphsrdt-pro01a,0.3333333333333333,0.14285714285714285,1.0
arguana,all_minilm_l6,test-education-egscphsrdt-pro02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-egscphsrdt-pro03a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-education-egtuscpih-con01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-egtuscpih-con02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-egtuscpih-con03a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-education-egtuscpih-con04a,0.0,0.0,1.0
arguana,all_minilm_l6,test-education-egtuscpih-con05a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-egtuscpih-pro01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-egtuscpih-pro02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-egtuscpih-pro03a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-education-egtuscpih-pro04a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-education-egtuscpih-pro05a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-education-pshhghwpba0-con01a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-education-pshhghwpba0-con02a,0.3333333333333333,0.14285714285714285,1.0
arguana,all_minilm_l6,test-education-pshhghwpba0-con03a,0.0,0.0,1.0
arguana,all_minilm_l6,test-education-pshhghwpba0-con04a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-pshhghwpba0-pro01a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-education-pshhghwpba0-pro02a,0.3010299956639812,0.1111111111111111,1.0
arguana,all_minilm_l6,test-education-pshhghwpba0-pro03a,0.3010299956639812,0.1111111111111111,1.0
arguana,all_minilm_l6,test-education-pshhghwpba0-pro04a,0.2890648263178879,0.1,1.0
arguana,all_minilm_l6,test-education-pstrgsehwt-con01a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-education-pstrgsehwt-con02a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-education-pstrgsehwt-con03a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-education-pstrgsehwt-con04a,0.3333333333333333,0.14285714285714285,1.0
arguana,all_minilm_l6,test-education-pstrgsehwt-pro01a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-education-pstrgsehwt-pro02a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-education-pstrgsehwt-pro03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-pstrgsehwt-pro04a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-education-pstrgsehwt-pro05a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-education-pteuhwfphe-con01a,0.2890648263178879,0.1,1.0
arguana,all_minilm_l6,test-education-pteuhwfphe-con02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-pteuhwfphe-con03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-pteuhwfphe-con04a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-pteuhwfphe-pro01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-pteuhwfphe-pro02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-pteuhwfphe-pro03a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-education-tuhwastua-con01a,0.2890648263178879,0.1,1.0
arguana,all_minilm_l6,test-education-tuhwastua-con02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-tuhwastua-pro01a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-education-tuhwastua-pro02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-tuhwastua-pro03a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-education-tuhwastua-pro04a,0.3562071871080222,0.16666666666666666,1.0
arguana,all_minilm_l6,test-education-tuhwastua-pro05a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-education-udfakusma-con01a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-education-udfakusma-con02a,0.0,0.0,1.0
arguana,all_minilm_l6,test-education-udfakusma-con03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-udfakusma-con04a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-education-udfakusma-pro01a,0.0,0.0,0.0
arguana,all_minilm_l6,test-education-udfakusma-pro02a,0.0,0.0,1.0
arguana,all_minilm_l6,test-education-udfakusma-pro03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-udfakusma-pro04a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-education-ufsdfkhbwu-con01a,0.0,0.0,0.0
arguana,all_minilm_l6,test-education-ufsdfkhbwu-con02a,0.0,0.0,1.0
arguana,all_minilm_l6,test-education-ufsdfkhbwu-con03a,0.0,0.0,0.0
arguana,all_minilm_l6,test-education-ufsdfkhbwu-pro01a,0.3562071871080222,0.16666666666666666,1.0
arguana,all_minilm_l6,test-education-ufsdfkhbwu-pro02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-ufsdfkhbwu-pro03a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-education-ughbuesbf-con01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-ughbuesbf-con02a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-education-ughbuesbf-con03a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-education-ughbuesbf-con04a,0.0,0.0,1.0
arguana,all_minilm_l6,test-education-ughbuesbf-con05a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-education-ughbuesbf-pro01a,0.3333333333333333,0.14285714285714285,1.0
arguana,all_minilm_l6,test-education-ughbuesbf-pro02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-ughbuesbf-pro03a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-education-ughbuesbf-pro04a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-usuprmhbu-con01a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-education-usuprmhbu-con02a,0.0,0.0,1.0
arguana,all_minilm_l6,test-education-usuprmhbu-con03a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-education-usuprmhbu-pro01a,0.0,0.0,1.0
arguana,all_minilm_l6,test-education-usuprmhbu-pro02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-education-usuprmhbu-pro03a,0.0,0.0,1.0
arguana,all_minilm_l6,test-education-xeegshwfeu-con01a,0.31546487678572877,0.125,1.0
arguana,all_minilm_l6,test-education-xeegshwfeu-con02a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-education-xeegshwfeu-con03a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-education-xeegshwfeu-pro01a,0.3562071871080222,0.16666666666666666,1.0
arguana,all_minilm_l6,test-education-xeegshwfeu-pro02a,0.0,0.0,1.0
arguana,all_minilm_l6,test-education-xeegshwfeu-pro03a,0.0,0.0,1.0
arguana,all_minilm_l6,test-environment-aeghhgwpe-con01a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-environment-aeghhgwpe-con02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-environment-aeghhgwpe-con03a,0.0,0.0,1.0
arguana,all_minilm_l6,test-environment-aeghhgwpe-pro01a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-environment-aeghhgwpe-pro02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-environment-aeghhgwpe-pro03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-environment-aeghhgwpe-pro04a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-environment-aiahwagit-con01a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-environment-aiahwagit-con02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-environment-aiahwagit-con03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-environment-aiahwagit-con04a,0.3562071871080222,0.16666666666666666,1.0
arguana,all_minilm_l6,test-environment-aiahwagit-pro01a,0.0,0.0,1.0
arguana,all_minilm_l6,test-environment-aiahwagit-pro02a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-environment-aiahwagit-pro03a,0.6309297535714575,0.5,1.0
arguana,all_minilm_l6,test-environment-aiahwagit-pro04a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-environment-aiahwagit-pro05a,0.0,0.0,1.0
arguana,all_minilm_l6,test-environment-assgbatj-con01a,0.0,0.0,1.0
arguana,all_minilm_l6,test-environment-assgbatj-con02a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-environment-assgbatj-con03a,0.38685280723454163,0.2,1.0
arguana,all_minilm_l6,test-environment-assgbatj-con04a,0.43067655807339306,0.25,1.0
arguana,all_minilm_l6,test-environment-assgbatj-con05a,0.0,0.0,1.0
arguana,all_minilm_l6,test-environment-assgbatj-pro01a,0.0,0.0,1.0
arguana,all_minilm_l6,test-environment-assgbatj-pro02a,0.0,0.0,1.0
arguana,all_minilm_l6,test-environment-assgbatj-pro03a,0.0,0.0,1.0
arguana,all_minilm_l6,test-environment-assgbatj-pro04a,0.5,0.3333333333333333,1.0
arguana,all_minilm_l6,test-environment-assgbatj-pro05a,0.0,0.0,1.0
arguana,all_minilm_l6,test-environment-chbwtlgcc-con01a,0.0,0.0,1.0
